;year_month;uf;product;unit;volume;created_at
4748;2015-09-01;ESPÍRITO SANTO;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4749;2015-10-01;ESPÍRITO SANTO;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4750;2015-11-01;ESPÍRITO SANTO;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4751;2015-12-01;ESPÍRITO SANTO;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4752;2015-01-01;RIO DE JANEIRO;ÓLEO DIESEL (OUTROS );(m3);1983.222;2022-09-12 23:11:30.887749
4753;2015-02-01;RIO DE JANEIRO;ÓLEO DIESEL (OUTROS );(m3);1210.28;2022-09-12 23:11:30.887749
4754;2015-03-01;RIO DE JANEIRO;ÓLEO DIESEL (OUTROS );(m3);692.486;2022-09-12 23:11:30.887749
4755;2015-04-01;RIO DE JANEIRO;ÓLEO DIESEL (OUTROS );(m3);1197.409;2022-09-12 23:11:30.887749
4756;2015-05-01;RIO DE JANEIRO;ÓLEO DIESEL (OUTROS );(m3);655.301;2022-09-12 23:11:30.887749
4757;2015-06-01;RIO DE JANEIRO;ÓLEO DIESEL (OUTROS );(m3);778.346;2022-09-12 23:11:30.887749
4758;2015-07-01;RIO DE JANEIRO;ÓLEO DIESEL (OUTROS );(m3);870.243;2022-09-12 23:11:30.887749
4759;2015-08-01;RIO DE JANEIRO;ÓLEO DIESEL (OUTROS );(m3);765.319;2022-09-12 23:11:30.887749
4760;2015-09-01;RIO DE JANEIRO;ÓLEO DIESEL (OUTROS );(m3);879.103;2022-09-12 23:11:30.887749
4761;2015-10-01;RIO DE JANEIRO;ÓLEO DIESEL (OUTROS );(m3);1147.638;2022-09-12 23:11:30.887749
4762;2015-11-01;RIO DE JANEIRO;ÓLEO DIESEL (OUTROS );(m3);779.017;2022-09-12 23:11:30.887749
4763;2015-12-01;RIO DE JANEIRO;ÓLEO DIESEL (OUTROS );(m3);2117.938;2022-09-12 23:11:30.887749
4764;2015-01-01;SÃO PAULO;ÓLEO DIESEL (OUTROS );(m3);1545.509;2022-09-12 23:11:30.887749
4765;2015-02-01;SÃO PAULO;ÓLEO DIESEL (OUTROS );(m3);1059.22;2022-09-12 23:11:30.887749
4766;2015-03-01;SÃO PAULO;ÓLEO DIESEL (OUTROS );(m3);804.813;2022-09-12 23:11:30.887749
4767;2015-04-01;SÃO PAULO;ÓLEO DIESEL (OUTROS );(m3);1004.226;2022-09-12 23:11:30.887749
4768;2015-05-01;SÃO PAULO;ÓLEO DIESEL (OUTROS );(m3);619.218;2022-09-12 23:11:30.887749
4769;2015-06-01;SÃO PAULO;ÓLEO DIESEL (OUTROS );(m3);733.785;2022-09-12 23:11:30.887749
4770;2015-07-01;SÃO PAULO;ÓLEO DIESEL (OUTROS );(m3);750.445;2022-09-12 23:11:30.887749
4771;2015-08-01;SÃO PAULO;ÓLEO DIESEL (OUTROS );(m3);872.343;2022-09-12 23:11:30.887749
4772;2015-09-01;SÃO PAULO;ÓLEO DIESEL (OUTROS );(m3);724.101;2022-09-12 23:11:30.887749
4773;2015-10-01;SÃO PAULO;ÓLEO DIESEL (OUTROS );(m3);847.0;2022-09-12 23:11:30.887749
4774;2015-11-01;SÃO PAULO;ÓLEO DIESEL (OUTROS );(m3);814.0;2022-09-12 23:11:30.887749
4775;2015-12-01;SÃO PAULO;ÓLEO DIESEL (OUTROS );(m3);1588.0;2022-09-12 23:11:30.887749
4776;2015-01-01;PARANÁ;ÓLEO DIESEL (OUTROS );(m3);81.0;2022-09-12 23:11:30.887749
4777;2015-02-01;PARANÁ;ÓLEO DIESEL (OUTROS );(m3);46.474;2022-09-12 23:11:30.887749
4778;2015-03-01;PARANÁ;ÓLEO DIESEL (OUTROS );(m3);78.243;2022-09-12 23:11:30.887749
4779;2015-04-01;PARANÁ;ÓLEO DIESEL (OUTROS );(m3);85.596;2022-09-12 23:11:30.887749
4780;2015-05-01;PARANÁ;ÓLEO DIESEL (OUTROS );(m3);69.075;2022-09-12 23:11:30.887749
4781;2015-06-01;PARANÁ;ÓLEO DIESEL (OUTROS );(m3);71.642;2022-09-12 23:11:30.887749
4782;2015-07-01;PARANÁ;ÓLEO DIESEL (OUTROS );(m3);51.304;2022-09-12 23:11:30.887749
4783;2015-08-01;PARANÁ;ÓLEO DIESEL (OUTROS );(m3);42.39;2022-09-12 23:11:30.887749
4784;2015-09-01;PARANÁ;ÓLEO DIESEL (OUTROS );(m3);57.686;2022-09-12 23:11:30.887749
4785;2015-10-01;PARANÁ;ÓLEO DIESEL (OUTROS );(m3);23.786;2022-09-12 23:11:30.887749
4786;2015-11-01;PARANÁ;ÓLEO DIESEL (OUTROS );(m3);21.086;2022-09-12 23:11:30.887749
4787;2015-12-01;PARANÁ;ÓLEO DIESEL (OUTROS );(m3);21.583;2022-09-12 23:11:30.887749
4788;2015-01-01;SANTA CATARINA;ÓLEO DIESEL (OUTROS );(m3);55.0;2022-09-12 23:11:30.887749
4789;2015-02-01;SANTA CATARINA;ÓLEO DIESEL (OUTROS );(m3);51.0;2022-09-12 23:11:30.887749
4790;2015-03-01;SANTA CATARINA;ÓLEO DIESEL (OUTROS );(m3);55.0;2022-09-12 23:11:30.887749
4791;2015-04-01;SANTA CATARINA;ÓLEO DIESEL (OUTROS );(m3);45.0;2022-09-12 23:11:30.887749
4792;2015-05-01;SANTA CATARINA;ÓLEO DIESEL (OUTROS );(m3);35.0;2022-09-12 23:11:30.887749
4793;2015-06-01;SANTA CATARINA;ÓLEO DIESEL (OUTROS );(m3);20.0;2022-09-12 23:11:30.887749
4794;2015-07-01;SANTA CATARINA;ÓLEO DIESEL (OUTROS );(m3);20.0;2022-09-12 23:11:30.887749
4795;2015-08-01;SANTA CATARINA;ÓLEO DIESEL (OUTROS );(m3);15.0;2022-09-12 23:11:30.887749
4796;2015-09-01;SANTA CATARINA;ÓLEO DIESEL (OUTROS );(m3);25.0;2022-09-12 23:11:30.887749
4797;2015-10-01;SANTA CATARINA;ÓLEO DIESEL (OUTROS );(m3);15.0;2022-09-12 23:11:30.887749
4798;2015-11-01;SANTA CATARINA;ÓLEO DIESEL (OUTROS );(m3);30.0;2022-09-12 23:11:30.887749
4799;2015-12-01;SANTA CATARINA;ÓLEO DIESEL (OUTROS );(m3);21.5;2022-09-12 23:11:30.887749
4800;2015-01-01;RIO GRANDE DO SUL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4801;2015-02-01;RIO GRANDE DO SUL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4802;2015-03-01;RIO GRANDE DO SUL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4803;2015-04-01;RIO GRANDE DO SUL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4804;2015-05-01;RIO GRANDE DO SUL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4805;2015-06-01;RIO GRANDE DO SUL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4806;2015-07-01;RIO GRANDE DO SUL;ÓLEO DIESEL (OUTROS );(m3);41.888;2022-09-12 23:11:30.887749
4807;2015-08-01;RIO GRANDE DO SUL;ÓLEO DIESEL (OUTROS );(m3);184.441;2022-09-12 23:11:30.887749
4808;2015-09-01;RIO GRANDE DO SUL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4809;2015-10-01;RIO GRANDE DO SUL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4810;2015-11-01;RIO GRANDE DO SUL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4811;2015-12-01;RIO GRANDE DO SUL;ÓLEO DIESEL (OUTROS );(m3);409.733;2022-09-12 23:11:30.887749
4812;2015-01-01;MATO GROSSO DO SUL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4813;2015-02-01;MATO GROSSO DO SUL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4814;2015-03-01;MATO GROSSO DO SUL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4815;2015-04-01;MATO GROSSO DO SUL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4816;2015-05-01;MATO GROSSO DO SUL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4817;2015-06-01;MATO GROSSO DO SUL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4818;2015-07-01;MATO GROSSO DO SUL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4819;2015-08-01;MATO GROSSO DO SUL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4820;2015-09-01;MATO GROSSO DO SUL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4821;2015-10-01;MATO GROSSO DO SUL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4822;2015-11-01;MATO GROSSO DO SUL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4823;2015-12-01;MATO GROSSO DO SUL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4824;2015-01-01;MATO GROSSO;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4825;2015-02-01;MATO GROSSO;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4826;2015-03-01;MATO GROSSO;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4827;2015-04-01;MATO GROSSO;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4828;2015-05-01;MATO GROSSO;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4829;2015-06-01;MATO GROSSO;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4830;2015-07-01;MATO GROSSO;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4831;2015-08-01;MATO GROSSO;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4832;2015-09-01;MATO GROSSO;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4833;2015-10-01;MATO GROSSO;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4834;2015-11-01;MATO GROSSO;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4835;2015-12-01;MATO GROSSO;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4836;2015-01-01;GOIÁS;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4837;2015-02-01;GOIÁS;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4838;2015-03-01;GOIÁS;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4839;2015-04-01;GOIÁS;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4840;2015-05-01;GOIÁS;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4841;2015-06-01;GOIÁS;ÓLEO DIESEL (OUTROS );(m3);0.6;2022-09-12 23:11:30.887749
4842;2015-07-01;GOIÁS;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4843;2015-08-01;GOIÁS;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4844;2015-09-01;GOIÁS;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4845;2015-10-01;GOIÁS;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4846;2015-11-01;GOIÁS;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4847;2015-12-01;GOIÁS;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4848;2015-01-01;DISTRITO FEDERAL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4849;2015-02-01;DISTRITO FEDERAL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4850;2015-03-01;DISTRITO FEDERAL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4851;2015-04-01;DISTRITO FEDERAL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4852;2015-05-01;DISTRITO FEDERAL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4853;2015-06-01;DISTRITO FEDERAL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4854;2015-07-01;DISTRITO FEDERAL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4855;2015-08-01;DISTRITO FEDERAL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4856;2015-09-01;DISTRITO FEDERAL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4857;2015-10-01;DISTRITO FEDERAL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4858;2015-11-01;DISTRITO FEDERAL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4859;2015-12-01;DISTRITO FEDERAL;ÓLEO DIESEL (OUTROS );(m3);0.0;2022-09-12 23:11:30.887749
4860;2016-01-01;RONDÔNIA;ÓLEO DIESEL S-10;(m3);11912.9;2022-09-12 23:11:30.887749
4861;2016-02-01;RONDÔNIA;ÓLEO DIESEL S-10;(m3);13447.5;2022-09-12 23:11:30.887749
4862;2016-03-01;RONDÔNIA;ÓLEO DIESEL S-10;(m3);15041.3;2022-09-12 23:11:30.887749
4863;2016-04-01;RONDÔNIA;ÓLEO DIESEL S-10;(m3);14389.9;2022-09-12 23:11:30.887749
4864;2016-05-01;RONDÔNIA;ÓLEO DIESEL S-10;(m3);14710.7;2022-09-12 23:11:30.887749
4865;2016-06-01;RONDÔNIA;ÓLEO DIESEL S-10;(m3);15729.821;2022-09-12 23:11:30.887749
4866;2016-07-01;RONDÔNIA;ÓLEO DIESEL S-10;(m3);16313.6;2022-09-12 23:11:30.887749
4867;2016-08-01;RONDÔNIA;ÓLEO DIESEL S-10;(m3);16365.1;2022-09-12 23:11:30.887749
4868;2016-09-01;RONDÔNIA;ÓLEO DIESEL S-10;(m3);15051.0;2022-09-12 23:11:30.887749
4869;2016-10-01;RONDÔNIA;ÓLEO DIESEL S-10;(m3);15114.8;2022-09-12 23:11:30.887749
4870;2016-11-01;RONDÔNIA;ÓLEO DIESEL S-10;(m3);14788.766;2022-09-12 23:11:30.887749
4871;2016-12-01;RONDÔNIA;ÓLEO DIESEL S-10;(m3);14286.3;2022-09-12 23:11:30.887749
4872;2016-01-01;ACRE;ÓLEO DIESEL S-10;(m3);2458.0;2022-09-12 23:11:30.887749
4873;2016-02-01;ACRE;ÓLEO DIESEL S-10;(m3);2616.0;2022-09-12 23:11:30.887749
4874;2016-03-01;ACRE;ÓLEO DIESEL S-10;(m3);3036.5;2022-09-12 23:11:30.887749
4875;2016-04-01;ACRE;ÓLEO DIESEL S-10;(m3);3059.31;2022-09-12 23:11:30.887749
4876;2016-05-01;ACRE;ÓLEO DIESEL S-10;(m3);3275.5;2022-09-12 23:11:30.887749
4877;2016-06-01;ACRE;ÓLEO DIESEL S-10;(m3);3367.75;2022-09-12 23:11:30.887749
4878;2016-07-01;ACRE;ÓLEO DIESEL S-10;(m3);3620.2;2022-09-12 23:11:30.887749
4879;2016-08-01;ACRE;ÓLEO DIESEL S-10;(m3);4081.9;2022-09-12 23:11:30.887749
4880;2016-09-01;ACRE;ÓLEO DIESEL S-10;(m3);3487.5;2022-09-12 23:11:30.887749
4881;2016-10-01;ACRE;ÓLEO DIESEL S-10;(m3);3424.6;2022-09-12 23:11:30.887749
4882;2016-11-01;ACRE;ÓLEO DIESEL S-10;(m3);3035.2;2022-09-12 23:11:30.887749
4883;2016-12-01;ACRE;ÓLEO DIESEL S-10;(m3);3073.2;2022-09-12 23:11:30.887749
4884;2016-01-01;AMAZONAS;ÓLEO DIESEL S-10;(m3);8180.59;2022-09-12 23:11:30.887749
4885;2016-02-01;AMAZONAS;ÓLEO DIESEL S-10;(m3);8131.24;2022-09-12 23:11:30.887749
4886;2016-03-01;AMAZONAS;ÓLEO DIESEL S-10;(m3);9965.076;2022-09-12 23:11:30.887749
4887;2016-04-01;AMAZONAS;ÓLEO DIESEL S-10;(m3);10460.587;2022-09-12 23:11:30.887749
4888;2016-05-01;AMAZONAS;ÓLEO DIESEL S-10;(m3);12206.214;2022-09-12 23:11:30.887749
4889;2016-06-01;AMAZONAS;ÓLEO DIESEL S-10;(m3);14018.129;2022-09-12 23:11:30.887749
4890;2016-07-01;AMAZONAS;ÓLEO DIESEL S-10;(m3);12577.676;2022-09-12 23:11:30.887749
4891;2016-08-01;AMAZONAS;ÓLEO DIESEL S-10;(m3);15811.92;2022-09-12 23:11:30.887749
4892;2016-09-01;AMAZONAS;ÓLEO DIESEL S-10;(m3);12491.506;2022-09-12 23:11:30.887749
4893;2016-10-01;AMAZONAS;ÓLEO DIESEL S-10;(m3);10890.977;2022-09-12 23:11:30.887749
4894;2016-11-01;AMAZONAS;ÓLEO DIESEL S-10;(m3);10630.475;2022-09-12 23:11:30.887749
4895;2016-12-01;AMAZONAS;ÓLEO DIESEL S-10;(m3);9802.999;2022-09-12 23:11:30.887749
4896;2016-01-01;RORAIMA;ÓLEO DIESEL S-10;(m3);2239.6;2022-09-12 23:11:30.887749
4897;2016-02-01;RORAIMA;ÓLEO DIESEL S-10;(m3);2670.9;2022-09-12 23:11:30.887749
4898;2016-03-01;RORAIMA;ÓLEO DIESEL S-10;(m3);2855.4;2022-09-12 23:11:30.887749
4899;2016-04-01;RORAIMA;ÓLEO DIESEL S-10;(m3);2754.4;2022-09-12 23:11:30.887749
4900;2016-05-01;RORAIMA;ÓLEO DIESEL S-10;(m3);2447.2;2022-09-12 23:11:30.887749
4901;2016-06-01;RORAIMA;ÓLEO DIESEL S-10;(m3);2365.0;2022-09-12 23:11:30.887749
4902;2016-07-01;RORAIMA;ÓLEO DIESEL S-10;(m3);2212.8;2022-09-12 23:11:30.887749
4903;2016-08-01;RORAIMA;ÓLEO DIESEL S-10;(m3);2613.2;2022-09-12 23:11:30.887749
4904;2016-09-01;RORAIMA;ÓLEO DIESEL S-10;(m3);2834.0;2022-09-12 23:11:30.887749
4905;2016-10-01;RORAIMA;ÓLEO DIESEL S-10;(m3);2657.8;2022-09-12 23:11:30.887749
4906;2016-11-01;RORAIMA;ÓLEO DIESEL S-10;(m3);2921.1;2022-09-12 23:11:30.887749
4907;2016-12-01;RORAIMA;ÓLEO DIESEL S-10;(m3);3163.2;2022-09-12 23:11:30.887749
4908;2016-01-01;PARÁ;ÓLEO DIESEL S-10;(m3);60404.089;2022-09-12 23:11:30.887749
4909;2016-02-01;PARÁ;ÓLEO DIESEL S-10;(m3);60355.35;2022-09-12 23:11:30.887749
4910;2016-03-01;PARÁ;ÓLEO DIESEL S-10;(m3);62345.847;2022-09-12 23:11:30.887749
4911;2016-04-01;PARÁ;ÓLEO DIESEL S-10;(m3);60563.841;2022-09-12 23:11:30.887749
4912;2016-05-01;PARÁ;ÓLEO DIESEL S-10;(m3);64671.828;2022-09-12 23:11:30.887749
4913;2016-06-01;PARÁ;ÓLEO DIESEL S-10;(m3);68240.684;2022-09-12 23:11:30.887749
4914;2016-07-01;PARÁ;ÓLEO DIESEL S-10;(m3);67360.988;2022-09-12 23:11:30.887749
4915;2016-08-01;PARÁ;ÓLEO DIESEL S-10;(m3);72839.57;2022-09-12 23:11:30.887749
4916;2016-09-01;PARÁ;ÓLEO DIESEL S-10;(m3);71893.848;2022-09-12 23:11:30.887749
4917;2016-10-01;PARÁ;ÓLEO DIESEL S-10;(m3);70102.517;2022-09-12 23:11:30.887749
4918;2016-11-01;PARÁ;ÓLEO DIESEL S-10;(m3);70570.25;2022-09-12 23:11:30.887749
4919;2016-12-01;PARÁ;ÓLEO DIESEL S-10;(m3);69481.53;2022-09-12 23:11:30.887749
4920;2016-01-01;AMAPÁ;ÓLEO DIESEL S-10;(m3);946.0;2022-09-12 23:11:30.887749
4921;2016-02-01;AMAPÁ;ÓLEO DIESEL S-10;(m3);738.0;2022-09-12 23:11:30.887749
4922;2016-03-01;AMAPÁ;ÓLEO DIESEL S-10;(m3);924.0;2022-09-12 23:11:30.887749
4923;2016-04-01;AMAPÁ;ÓLEO DIESEL S-10;(m3);976.0;2022-09-12 23:11:30.887749
4924;2016-05-01;AMAPÁ;ÓLEO DIESEL S-10;(m3);903.5;2022-09-12 23:11:30.887749
4925;2016-06-01;AMAPÁ;ÓLEO DIESEL S-10;(m3);1122.5;2022-09-12 23:11:30.887749
4926;2016-07-01;AMAPÁ;ÓLEO DIESEL S-10;(m3);1012.5;2022-09-12 23:11:30.887749
4927;2016-08-01;AMAPÁ;ÓLEO DIESEL S-10;(m3);1344.5;2022-09-12 23:11:30.887749
4928;2016-09-01;AMAPÁ;ÓLEO DIESEL S-10;(m3);1132.5;2022-09-12 23:11:30.887749
4929;2016-10-01;AMAPÁ;ÓLEO DIESEL S-10;(m3);1220.0;2022-09-12 23:11:30.887749
4930;2016-11-01;AMAPÁ;ÓLEO DIESEL S-10;(m3);1075.5;2022-09-12 23:11:30.887749
4931;2016-12-01;AMAPÁ;ÓLEO DIESEL S-10;(m3);1201.0;2022-09-12 23:11:30.887749
4932;2016-01-01;TOCANTINS;ÓLEO DIESEL S-10;(m3);17332.5;2022-09-12 23:11:30.887749
4933;2016-02-01;TOCANTINS;ÓLEO DIESEL S-10;(m3);20867.3;2022-09-12 23:11:30.887749
4934;2016-03-01;TOCANTINS;ÓLEO DIESEL S-10;(m3);24481.1;2022-09-12 23:11:30.887749
4935;2016-04-01;TOCANTINS;ÓLEO DIESEL S-10;(m3);22735.65;2022-09-12 23:11:30.887749
4936;2016-05-01;TOCANTINS;ÓLEO DIESEL S-10;(m3);22577.5;2022-09-12 23:11:30.887749
4937;2016-06-01;TOCANTINS;ÓLEO DIESEL S-10;(m3);23679.0;2022-09-12 23:11:30.887749
4938;2016-07-01;TOCANTINS;ÓLEO DIESEL S-10;(m3);24610.45;2022-09-12 23:11:30.887749
4939;2016-08-01;TOCANTINS;ÓLEO DIESEL S-10;(m3);25293.9;2022-09-12 23:11:30.887749
4940;2016-09-01;TOCANTINS;ÓLEO DIESEL S-10;(m3);23064.1;2022-09-12 23:11:30.887749
4941;2016-10-01;TOCANTINS;ÓLEO DIESEL S-10;(m3);23059.5;2022-09-12 23:11:30.887749
4942;2016-11-01;TOCANTINS;ÓLEO DIESEL S-10;(m3);23667.3;2022-09-12 23:11:30.887749
4943;2016-12-01;TOCANTINS;ÓLEO DIESEL S-10;(m3);23033.6;2022-09-12 23:11:30.887749
4944;2016-01-01;MARANHÃO;ÓLEO DIESEL S-10;(m3);31029.0;2022-09-12 23:11:30.887749
4945;2016-02-01;MARANHÃO;ÓLEO DIESEL S-10;(m3);30191.3;2022-09-12 23:11:30.887749
4946;2016-03-01;MARANHÃO;ÓLEO DIESEL S-10;(m3);31989.7;2022-09-12 23:11:30.887749
4947;2016-04-01;MARANHÃO;ÓLEO DIESEL S-10;(m3);31433.2;2022-09-12 23:11:30.887749
4948;2016-05-01;MARANHÃO;ÓLEO DIESEL S-10;(m3);33229.2;2022-09-12 23:11:30.887749
4949;2016-06-01;MARANHÃO;ÓLEO DIESEL S-10;(m3);34603.201;2022-09-12 23:11:30.887749
4950;2016-07-01;MARANHÃO;ÓLEO DIESEL S-10;(m3);35500.084;2022-09-12 23:11:30.887749
4951;2016-08-01;MARANHÃO;ÓLEO DIESEL S-10;(m3);36943.4;2022-09-12 23:11:30.887749
4952;2016-09-01;MARANHÃO;ÓLEO DIESEL S-10;(m3);35566.0;2022-09-12 23:11:30.887749
4953;2016-10-01;MARANHÃO;ÓLEO DIESEL S-10;(m3);35933.26;2022-09-12 23:11:30.887749
4954;2016-11-01;MARANHÃO;ÓLEO DIESEL S-10;(m3);36151.43;2022-09-12 23:11:30.887749
4955;2016-12-01;MARANHÃO;ÓLEO DIESEL S-10;(m3);37420.3;2022-09-12 23:11:30.887749
4956;2016-01-01;PIAUÍ;ÓLEO DIESEL S-10;(m3);15211.5;2022-09-12 23:11:30.887749
4957;2016-02-01;PIAUÍ;ÓLEO DIESEL S-10;(m3);14593.0;2022-09-12 23:11:30.887749
4958;2016-03-01;PIAUÍ;ÓLEO DIESEL S-10;(m3);17143.94;2022-09-12 23:11:30.887749
4959;2016-04-01;PIAUÍ;ÓLEO DIESEL S-10;(m3);16392.94;2022-09-12 23:11:30.887749
4960;2016-05-01;PIAUÍ;ÓLEO DIESEL S-10;(m3);17009.5;2022-09-12 23:11:30.887749
4961;2016-06-01;PIAUÍ;ÓLEO DIESEL S-10;(m3);17754.0;2022-09-12 23:11:30.887749
4962;2016-07-01;PIAUÍ;ÓLEO DIESEL S-10;(m3);17936.1;2022-09-12 23:11:30.887749
4963;2016-08-01;PIAUÍ;ÓLEO DIESEL S-10;(m3);19048.9;2022-09-12 23:11:30.887749
4964;2016-09-01;PIAUÍ;ÓLEO DIESEL S-10;(m3);18476.23;2022-09-12 23:11:30.887749
4965;2016-10-01;PIAUÍ;ÓLEO DIESEL S-10;(m3);18255.98;2022-09-12 23:11:30.887749
4966;2016-11-01;PIAUÍ;ÓLEO DIESEL S-10;(m3);18926.95;2022-09-12 23:11:30.887749
4967;2016-12-01;PIAUÍ;ÓLEO DIESEL S-10;(m3);19173.84;2022-09-12 23:11:30.887749
4968;2016-01-01;CEARÁ;ÓLEO DIESEL S-10;(m3);54235.514;2022-09-12 23:11:30.887749
4969;2016-02-01;CEARÁ;ÓLEO DIESEL S-10;(m3);53310.252;2022-09-12 23:11:30.887749
4970;2016-03-01;CEARÁ;ÓLEO DIESEL S-10;(m3);57682.457;2022-09-12 23:11:30.887749
4971;2016-04-01;CEARÁ;ÓLEO DIESEL S-10;(m3);55648.199;2022-09-12 23:11:30.887749
4972;2016-05-01;CEARÁ;ÓLEO DIESEL S-10;(m3);57131.193;2022-09-12 23:11:30.887749
4973;2016-06-01;CEARÁ;ÓLEO DIESEL S-10;(m3);59863.138;2022-09-12 23:11:30.887749
4974;2016-07-01;CEARÁ;ÓLEO DIESEL S-10;(m3);59407.823;2022-09-12 23:11:30.887749
4975;2016-08-01;CEARÁ;ÓLEO DIESEL S-10;(m3);62624.686;2022-09-12 23:11:30.887749
4976;2016-09-01;CEARÁ;ÓLEO DIESEL S-10;(m3);61578.65;2022-09-12 23:11:30.887749
4977;2016-10-01;CEARÁ;ÓLEO DIESEL S-10;(m3);60403.068;2022-09-12 23:11:30.887749
4978;2016-11-01;CEARÁ;ÓLEO DIESEL S-10;(m3);60883.357;2022-09-12 23:11:30.887749
4979;2016-12-01;CEARÁ;ÓLEO DIESEL S-10;(m3);62664.537;2022-09-12 23:11:30.887749
4980;2016-01-01;RIO GRANDE DO NORTE;ÓLEO DIESEL S-10;(m3);8487.0;2022-09-12 23:11:30.887749
