ANO;MÊS;GRANDE REGIÃO;UNIDADE DA FEDERAÇÃO;PRODUTO;VENDAS
2015;MAR;REGIÃO NORDESTE;PARAÍBA;ÓLEO DIESEL S-10;13216,96
2015;ABR;REGIÃO NORDESTE;PARAÍBA;ÓLEO DIESEL S-10;12870,43
2015;MAI;REGIÃO NORDESTE;PARAÍBA;ÓLEO DIESEL S-10;12635,94
2015;JUN;REGIÃO NORDESTE;PARAÍBA;ÓLEO DIESEL S-10;12715,44
2015;JUL;REGIÃO NORDESTE;PARAÍBA;ÓLEO DIESEL S-10;13255,96
2015;AGO;REGIÃO NORDESTE;PARAÍBA;ÓLEO DIESEL S-10;13078,96
2015;SET;REGIÃO NORDESTE;PARAÍBA;ÓLEO DIESEL S-10;13600,561
2015;OUT;REGIÃO NORDESTE;PARAÍBA;ÓLEO DIESEL S-10;14227,46
2015;NOV;REGIÃO NORDESTE;PARAÍBA;ÓLEO DIESEL S-10;13366,49
2015;DEZ;REGIÃO NORDESTE;PARAÍBA;ÓLEO DIESEL S-10;13921,48
2015;JAN;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO DIESEL S-10;69180,154
2015;FEV;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO DIESEL S-10;58944,355
2015;MAR;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO DIESEL S-10;67298,1
2015;ABR;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO DIESEL S-10;63217,476
2015;MAI;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO DIESEL S-10;63228,93
2015;JUN;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO DIESEL S-10;62814,871
2015;JUL;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO DIESEL S-10;64204,055
2015;AGO;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO DIESEL S-10;63904,85
2015;SET;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO DIESEL S-10;67455,1
2015;OUT;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO DIESEL S-10;71439,678
2015;NOV;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO DIESEL S-10;65433,712
2015;DEZ;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO DIESEL S-10;69437,067
2015;JAN;REGIÃO NORDESTE;ALAGOAS;ÓLEO DIESEL S-10;12666,989
2015;FEV;REGIÃO NORDESTE;ALAGOAS;ÓLEO DIESEL S-10;10108,5
2015;MAR;REGIÃO NORDESTE;ALAGOAS;ÓLEO DIESEL S-10;12299
2015;ABR;REGIÃO NORDESTE;ALAGOAS;ÓLEO DIESEL S-10;11395
2015;MAI;REGIÃO NORDESTE;ALAGOAS;ÓLEO DIESEL S-10;10042,726
2015;JUN;REGIÃO NORDESTE;ALAGOAS;ÓLEO DIESEL S-10;9513
2015;JUL;REGIÃO NORDESTE;ALAGOAS;ÓLEO DIESEL S-10;10210,261
2015;AGO;REGIÃO NORDESTE;ALAGOAS;ÓLEO DIESEL S-10;9967,5
2015;SET;REGIÃO NORDESTE;ALAGOAS;ÓLEO DIESEL S-10;10479,183
2015;OUT;REGIÃO NORDESTE;ALAGOAS;ÓLEO DIESEL S-10;12231
2015;NOV;REGIÃO NORDESTE;ALAGOAS;ÓLEO DIESEL S-10;11720
2015;DEZ;REGIÃO NORDESTE;ALAGOAS;ÓLEO DIESEL S-10;13222,5
2015;JAN;REGIÃO NORDESTE;SERGIPE;ÓLEO DIESEL S-10;12536,8
2015;FEV;REGIÃO NORDESTE;SERGIPE;ÓLEO DIESEL S-10;10528,404
2015;MAR;REGIÃO NORDESTE;SERGIPE;ÓLEO DIESEL S-10;12768,7
2015;ABR;REGIÃO NORDESTE;SERGIPE;ÓLEO DIESEL S-10;11953,016
2015;MAI;REGIÃO NORDESTE;SERGIPE;ÓLEO DIESEL S-10;11775,79
2015;JUN;REGIÃO NORDESTE;SERGIPE;ÓLEO DIESEL S-10;11492,9
2015;JUL;REGIÃO NORDESTE;SERGIPE;ÓLEO DIESEL S-10;11826,8
2015;AGO;REGIÃO NORDESTE;SERGIPE;ÓLEO DIESEL S-10;11376,429
2015;SET;REGIÃO NORDESTE;SERGIPE;ÓLEO DIESEL S-10;12430,4
2015;OUT;REGIÃO NORDESTE;SERGIPE;ÓLEO DIESEL S-10;13382,48
2015;NOV;REGIÃO NORDESTE;SERGIPE;ÓLEO DIESEL S-10;11987,1
2015;DEZ;REGIÃO NORDESTE;SERGIPE;ÓLEO DIESEL S-10;12894,6
2015;JAN;REGIÃO NORDESTE;BAHIA;ÓLEO DIESEL S-10;76403,699
2015;FEV;REGIÃO NORDESTE;BAHIA;ÓLEO DIESEL S-10;61796,598
2015;MAR;REGIÃO NORDESTE;BAHIA;ÓLEO DIESEL S-10;76851,014
2015;ABR;REGIÃO NORDESTE;BAHIA;ÓLEO DIESEL S-10;76813,463
2015;MAI;REGIÃO NORDESTE;BAHIA;ÓLEO DIESEL S-10;74243,386
2015;JUN;REGIÃO NORDESTE;BAHIA;ÓLEO DIESEL S-10;74737,744
2015;JUL;REGIÃO NORDESTE;BAHIA;ÓLEO DIESEL S-10;80986,635
2015;AGO;REGIÃO NORDESTE;BAHIA;ÓLEO DIESEL S-10;80225,945
2015;SET;REGIÃO NORDESTE;BAHIA;ÓLEO DIESEL S-10;81622,043
2015;OUT;REGIÃO NORDESTE;BAHIA;ÓLEO DIESEL S-10;82666,608
2015;NOV;REGIÃO NORDESTE;BAHIA;ÓLEO DIESEL S-10;77747,424
2015;DEZ;REGIÃO NORDESTE;BAHIA;ÓLEO DIESEL S-10;80863,325
2015;JAN;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO DIESEL S-10;131650,376
2015;FEV;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO DIESEL S-10;113045,725
2015;MAR;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO DIESEL S-10;134750,469
2015;ABR;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO DIESEL S-10;134166,6
2015;MAI;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO DIESEL S-10;136406,311
2015;JUN;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO DIESEL S-10;142566,762
2015;JUL;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO DIESEL S-10;152713,661
2015;AGO;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO DIESEL S-10;147039,489
2015;SET;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO DIESEL S-10;150228,453
2015;OUT;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO DIESEL S-10;156692,06
2015;NOV;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO DIESEL S-10;139432,835
2015;DEZ;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO DIESEL S-10;142819,672
2015;JAN;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO DIESEL S-10;26423
2015;FEV;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO DIESEL S-10;22716,5
2015;MAR;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO DIESEL S-10;26673,5
2015;ABR;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO DIESEL S-10;25321,6
2015;MAI;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO DIESEL S-10;25499,5
2015;JUN;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO DIESEL S-10;27196,375
2015;JUL;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO DIESEL S-10;27978
2015;AGO;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO DIESEL S-10;26590,5
2015;SET;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO DIESEL S-10;28036,5
2015;OUT;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO DIESEL S-10;29197
2015;NOV;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO DIESEL S-10;26402
2015;DEZ;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO DIESEL S-10;27764
2015;JAN;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL S-10;117241,112
2015;FEV;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL S-10;101419,389
2015;MAR;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL S-10;118139,159
2015;ABR;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL S-10;112462,751
2015;MAI;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL S-10;113385,699
2015;JUN;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL S-10;116519,973
2015;JUL;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL S-10;122091,524
2015;AGO;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL S-10;119739,866
2015;SET;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL S-10;120655,975
2015;OUT;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL S-10;125835,841
2015;NOV;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL S-10;114092,603
2015;DEZ;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO DIESEL S-10;123910,593
2015;JAN;REGIÃO SUDESTE;SÃO PAULO;ÓLEO DIESEL S-10;311611,408
2015;FEV;REGIÃO SUDESTE;SÃO PAULO;ÓLEO DIESEL S-10;278208,864
2015;MAR;REGIÃO SUDESTE;SÃO PAULO;ÓLEO DIESEL S-10;330998,828
2015;ABR;REGIÃO SUDESTE;SÃO PAULO;ÓLEO DIESEL S-10;329530,475
2015;MAI;REGIÃO SUDESTE;SÃO PAULO;ÓLEO DIESEL S-10;335650,198
2015;JUN;REGIÃO SUDESTE;SÃO PAULO;ÓLEO DIESEL S-10;345345,603
2015;JUL;REGIÃO SUDESTE;SÃO PAULO;ÓLEO DIESEL S-10;348320,116
2015;AGO;REGIÃO SUDESTE;SÃO PAULO;ÓLEO DIESEL S-10;353999,995
2015;SET;REGIÃO SUDESTE;SÃO PAULO;ÓLEO DIESEL S-10;353981,833
2015;OUT;REGIÃO SUDESTE;SÃO PAULO;ÓLEO DIESEL S-10;375389,017
2015;NOV;REGIÃO SUDESTE;SÃO PAULO;ÓLEO DIESEL S-10;326742,237
2015;DEZ;REGIÃO SUDESTE;SÃO PAULO;ÓLEO DIESEL S-10;333511,209
2015;JAN;REGIÃO SUL;PARANÁ;ÓLEO DIESEL S-10;97339,651
2015;FEV;REGIÃO SUL;PARANÁ;ÓLEO DIESEL S-10;79039,63
2015;MAR;REGIÃO SUL;PARANÁ;ÓLEO DIESEL S-10;105368,171
2015;ABR;REGIÃO SUL;PARANÁ;ÓLEO DIESEL S-10;97256,668
2015;MAI;REGIÃO SUL;PARANÁ;ÓLEO DIESEL S-10;96641,163
2015;JUN;REGIÃO SUL;PARANÁ;ÓLEO DIESEL S-10;101151,307
2015;JUL;REGIÃO SUL;PARANÁ;ÓLEO DIESEL S-10;101083,341
2015;AGO;REGIÃO SUL;PARANÁ;ÓLEO DIESEL S-10;106464,19
2015;SET;REGIÃO SUL;PARANÁ;ÓLEO DIESEL S-10;106952,118
2015;OUT;REGIÃO SUL;PARANÁ;ÓLEO DIESEL S-10;112407,538
2015;NOV;REGIÃO SUL;PARANÁ;ÓLEO DIESEL S-10;99891,125
2015;DEZ;REGIÃO SUL;PARANÁ;ÓLEO DIESEL S-10;101751,471
2015;JAN;REGIÃO SUL;SANTA CATARINA;ÓLEO DIESEL S-10;57388,306
2015;FEV;REGIÃO SUL;SANTA CATARINA;ÓLEO DIESEL S-10;48348,131
2015;MAR;REGIÃO SUL;SANTA CATARINA;ÓLEO DIESEL S-10;60900,998
2015;ABR;REGIÃO SUL;SANTA CATARINA;ÓLEO DIESEL S-10;56328,933
2015;MAI;REGIÃO SUL;SANTA CATARINA;ÓLEO DIESEL S-10;53040,129
2015;JUN;REGIÃO SUL;SANTA CATARINA;ÓLEO DIESEL S-10;56328,85
2015;JUL;REGIÃO SUL;SANTA CATARINA;ÓLEO DIESEL S-10;55460,204
2015;AGO;REGIÃO SUL;SANTA CATARINA;ÓLEO DIESEL S-10;58469,93
2015;SET;REGIÃO SUL;SANTA CATARINA;ÓLEO DIESEL S-10;55507,827
2015;OUT;REGIÃO SUL;SANTA CATARINA;ÓLEO DIESEL S-10;56600,4
2015;NOV;REGIÃO SUL;SANTA CATARINA;ÓLEO DIESEL S-10;55085,784
2015;DEZ;REGIÃO SUL;SANTA CATARINA;ÓLEO DIESEL S-10;57314,059
2015;JAN;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO DIESEL S-10;60891,09
2015;FEV;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO DIESEL S-10;47715,656
2015;MAR;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO DIESEL S-10;67260,186
2015;ABR;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO DIESEL S-10;62044,15
2015;MAI;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO DIESEL S-10;59061,162
2015;JUN;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO DIESEL S-10;61936,556
2015;JUL;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO DIESEL S-10;61386,93
2015;AGO;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO DIESEL S-10;63562,92
2015;SET;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO DIESEL S-10;62950,313
2015;OUT;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO DIESEL S-10;67351,362
2015;NOV;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO DIESEL S-10;62543,188
2015;DEZ;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO DIESEL S-10;68254,505
2015;JAN;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL S-10;30903,05
2015;FEV;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL S-10;27201,95
2015;MAR;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL S-10;31806,4
2015;ABR;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL S-10;29923,127
2015;MAI;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL S-10;29407,3
2015;JUN;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL S-10;31418,25
2015;JUL;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL S-10;36867
2015;AGO;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL S-10;40864,7
2015;SET;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL S-10;36360,306
2015;OUT;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL S-10;39530,45
2015;NOV;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL S-10;29336,788
2015;DEZ;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO DIESEL S-10;32149,5
2015;JAN;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO DIESEL S-10;35247,647
2015;FEV;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO DIESEL S-10;28703,351
2015;MAR;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO DIESEL S-10;38218,44
2015;ABR;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO DIESEL S-10;32637,46
2015;MAI;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO DIESEL S-10;32228,4
2015;JUN;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO DIESEL S-10;36999,2
2015;JUL;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO DIESEL S-10;40302,435
2015;AGO;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO DIESEL S-10;37623,527
2015;SET;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO DIESEL S-10;39012,02
2015;OUT;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO DIESEL S-10;40986,985
2015;NOV;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO DIESEL S-10;35764,369
2015;DEZ;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO DIESEL S-10;35127,1
2015;JAN;REGIÃO CENTRO-OESTE;GOIÁS;ÓLEO DIESEL S-10;43756,7
2015;FEV;REGIÃO CENTRO-OESTE;GOIÁS;ÓLEO DIESEL S-10;41791,45
2015;MAR;REGIÃO CENTRO-OESTE;GOIÁS;ÓLEO DIESEL S-10;45687,27
2015;ABR;REGIÃO CENTRO-OESTE;GOIÁS;ÓLEO DIESEL S-10;47626,51
2015;MAI;REGIÃO CENTRO-OESTE;GOIÁS;ÓLEO DIESEL S-10;50160,105
2015;JUN;REGIÃO CENTRO-OESTE;GOIÁS;ÓLEO DIESEL S-10;53739,37
2015;JUL;REGIÃO CENTRO-OESTE;GOIÁS;ÓLEO DIESEL S-10;57583,143
2015;AGO;REGIÃO CENTRO-OESTE;GOIÁS;ÓLEO DIESEL S-10;56227,382
2015;SET;REGIÃO CENTRO-OESTE;GOIÁS;ÓLEO DIESEL S-10;55215,168
2015;OUT;REGIÃO CENTRO-OESTE;GOIÁS;ÓLEO DIESEL S-10;58745,23
2015;NOV;REGIÃO CENTRO-OESTE;GOIÁS;ÓLEO DIESEL S-10;50274,52
2015;DEZ;REGIÃO CENTRO-OESTE;GOIÁS;ÓLEO DIESEL S-10;48093,36
2015;JAN;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;ÓLEO DIESEL S-10;15164,451
2015;FEV;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;ÓLEO DIESEL S-10;14070,1
2015;MAR;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;ÓLEO DIESEL S-10;16732,872
2015;ABR;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;ÓLEO DIESEL S-10;16224,2
2015;MAI;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;ÓLEO DIESEL S-10;16623,2
2015;JUN;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;ÓLEO DIESEL S-10;16169,85
2015;JUL;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;ÓLEO DIESEL S-10;17984,15
2015;AGO;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;ÓLEO DIESEL S-10;17796,85
2015;SET;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;ÓLEO DIESEL S-10;18346,792
2015;OUT;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;ÓLEO DIESEL S-10;18646,8
2015;NOV;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;ÓLEO DIESEL S-10;16182,388
2015;DEZ;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;ÓLEO DIESEL S-10;17267,3
2015;JAN;REGIÃO NORTE;RONDÔNIA;ÓLEO DIESEL S-500;46509,4
2015;FEV;REGIÃO NORTE;RONDÔNIA;ÓLEO DIESEL S-500;39391,7
2015;MAR;REGIÃO NORTE;RONDÔNIA;ÓLEO DIESEL S-500;52239,8
2015;ABR;REGIÃO NORTE;RONDÔNIA;ÓLEO DIESEL S-500;50268,079
2015;MAI;REGIÃO NORTE;RONDÔNIA;ÓLEO DIESEL S-500;50489,75
2015;JUN;REGIÃO NORTE;RONDÔNIA;ÓLEO DIESEL S-500;52873,475
2015;JUL;REGIÃO NORTE;RONDÔNIA;ÓLEO DIESEL S-500;59821,1
2015;AGO;REGIÃO NORTE;RONDÔNIA;ÓLEO DIESEL S-500;56468,75
2015;SET;REGIÃO NORTE;RONDÔNIA;ÓLEO DIESEL S-500;55285,5
2015;OUT;REGIÃO NORTE;RONDÔNIA;ÓLEO DIESEL S-500;57493,101
2015;NOV;REGIÃO NORTE;RONDÔNIA;ÓLEO DIESEL S-500;45549,6
2015;DEZ;REGIÃO NORTE;RONDÔNIA;ÓLEO DIESEL S-500;53232
2015;JAN;REGIÃO NORTE;ACRE;ÓLEO DIESEL S-500;9676
2015;FEV;REGIÃO NORTE;ACRE;ÓLEO DIESEL S-500;8025
2015;MAR;REGIÃO NORTE;ACRE;ÓLEO DIESEL S-500;10004,094
2015;ABR;REGIÃO NORTE;ACRE;ÓLEO DIESEL S-500;9146
2015;MAI;REGIÃO NORTE;ACRE;ÓLEO DIESEL S-500;9117
2015;JUN;REGIÃO NORTE;ACRE;ÓLEO DIESEL S-500;10593
2015;JUL;REGIÃO NORTE;ACRE;ÓLEO DIESEL S-500;10586
2015;AGO;REGIÃO NORTE;ACRE;ÓLEO DIESEL S-500;11330,112
2015;SET;REGIÃO NORTE;ACRE;ÓLEO DIESEL S-500;11992
2015;OUT;REGIÃO NORTE;ACRE;ÓLEO DIESEL S-500;12425
2015;NOV;REGIÃO NORTE;ACRE;ÓLEO DIESEL S-500;10811,978
2015;DEZ;REGIÃO NORTE;ACRE;ÓLEO DIESEL S-500;10940
2015;JAN;REGIÃO NORTE;AMAZONAS;ÓLEO DIESEL S-500;19879,726
2015;FEV;REGIÃO NORTE;AMAZONAS;ÓLEO DIESEL S-500;18396,771
2015;MAR;REGIÃO NORTE;AMAZONAS;ÓLEO DIESEL S-500;20381,082
2015;ABR;REGIÃO NORTE;AMAZONAS;ÓLEO DIESEL S-500;18315,403
2015;MAI;REGIÃO NORTE;AMAZONAS;ÓLEO DIESEL S-500;17870,834
2015;JUN;REGIÃO NORTE;AMAZONAS;ÓLEO DIESEL S-500;18696,13
2015;JUL;REGIÃO NORTE;AMAZONAS;ÓLEO DIESEL S-500;21358,937
2015;AGO;REGIÃO NORTE;AMAZONAS;ÓLEO DIESEL S-500;22261,143
2015;SET;REGIÃO NORTE;AMAZONAS;ÓLEO DIESEL S-500;23088,405
2015;OUT;REGIÃO NORTE;AMAZONAS;ÓLEO DIESEL S-500;25059,269
2015;NOV;REGIÃO NORTE;AMAZONAS;ÓLEO DIESEL S-500;17392,223
2015;DEZ;REGIÃO NORTE;AMAZONAS;ÓLEO DIESEL S-500;19329,493
2015;JAN;REGIÃO NORTE;RORAIMA;ÓLEO DIESEL S-500;5979,4
2015;FEV;REGIÃO NORTE;RORAIMA;ÓLEO DIESEL S-500;4596,2
2015;MAR;REGIÃO NORTE;RORAIMA;ÓLEO DIESEL S-500;4691,8
2015;ABR;REGIÃO NORTE;RORAIMA;ÓLEO DIESEL S-500;5676,4
2015;MAI;REGIÃO NORTE;RORAIMA;ÓLEO DIESEL S-500;4595,6
2015;JUN;REGIÃO NORTE;RORAIMA;ÓLEO DIESEL S-500;3567,4
2015;JUL;REGIÃO NORTE;RORAIMA;ÓLEO DIESEL S-500;3973,031
2015;AGO;REGIÃO NORTE;RORAIMA;ÓLEO DIESEL S-500;4638
2015;SET;REGIÃO NORTE;RORAIMA;ÓLEO DIESEL S-500;4206,4
2015;OUT;REGIÃO NORTE;RORAIMA;ÓLEO DIESEL S-500;4497
2015;NOV;REGIÃO NORTE;RORAIMA;ÓLEO DIESEL S-500;6418
2015;DEZ;REGIÃO NORTE;RORAIMA;ÓLEO DIESEL S-500;7214,593
2015;JAN;REGIÃO NORTE;PARÁ;ÓLEO DIESEL S-500;115041,964
2015;FEV;REGIÃO NORTE;PARÁ;ÓLEO DIESEL S-500;96962,764
2015;MAR;REGIÃO NORTE;PARÁ;ÓLEO DIESEL S-500;117139,262
2015;ABR;REGIÃO NORTE;PARÁ;ÓLEO DIESEL S-500;114054,395
2015;MAI;REGIÃO NORTE;PARÁ;ÓLEO DIESEL S-500;115155,348
2015;JUN;REGIÃO NORTE;PARÁ;ÓLEO DIESEL S-500;120705,655
2015;JUL;REGIÃO NORTE;PARÁ;ÓLEO DIESEL S-500;126733,395
2015;AGO;REGIÃO NORTE;PARÁ;ÓLEO DIESEL S-500;122069,577
2015;SET;REGIÃO NORTE;PARÁ;ÓLEO DIESEL S-500;124956,69
2015;OUT;REGIÃO NORTE;PARÁ;ÓLEO DIESEL S-500;121638,939
2015;NOV;REGIÃO NORTE;PARÁ;ÓLEO DIESEL S-500;110251,856
2015;DEZ;REGIÃO NORTE;PARÁ;ÓLEO DIESEL S-500;110778,273
2015;JAN;REGIÃO NORTE;AMAPÁ;ÓLEO DIESEL S-500;40671,98
2015;FEV;REGIÃO NORTE;AMAPÁ;ÓLEO DIESEL S-500;28123,743
2015;MAR;REGIÃO NORTE;AMAPÁ;ÓLEO DIESEL S-500;24828,086
2015;ABR;REGIÃO NORTE;AMAPÁ;ÓLEO DIESEL S-500;17069,467
2015;MAI;REGIÃO NORTE;AMAPÁ;ÓLEO DIESEL S-500;16881,275
2015;JUN;REGIÃO NORTE;AMAPÁ;ÓLEO DIESEL S-500;16557,1
2015;JUL;REGIÃO NORTE;AMAPÁ;ÓLEO DIESEL S-500;20185,8
2015;AGO;REGIÃO NORTE;AMAPÁ;ÓLEO DIESEL S-500;19033
2015;SET;REGIÃO NORTE;AMAPÁ;ÓLEO DIESEL S-500;17108,4
2015;OUT;REGIÃO NORTE;AMAPÁ;ÓLEO DIESEL S-500;15306,4
2015;NOV;REGIÃO NORTE;AMAPÁ;ÓLEO DIESEL S-500;10943,5
2015;DEZ;REGIÃO NORTE;AMAPÁ;ÓLEO DIESEL S-500;11764,5
2015;JAN;REGIÃO NORTE;TOCANTINS;ÓLEO DIESEL S-500;47468,8
2015;FEV;REGIÃO NORTE;TOCANTINS;ÓLEO DIESEL S-500;43738,4
2015;MAR;REGIÃO NORTE;TOCANTINS;ÓLEO DIESEL S-500;54574,95
2015;ABR;REGIÃO NORTE;TOCANTINS;ÓLEO DIESEL S-500;54940,5
2015;MAI;REGIÃO NORTE;TOCANTINS;ÓLEO DIESEL S-500;51105,05
2015;JUN;REGIÃO NORTE;TOCANTINS;ÓLEO DIESEL S-500;52830,078
2015;JUL;REGIÃO NORTE;TOCANTINS;ÓLEO DIESEL S-500;53220,55
2015;AGO;REGIÃO NORTE;TOCANTINS;ÓLEO DIESEL S-500;52158
2015;SET;REGIÃO NORTE;TOCANTINS;ÓLEO DIESEL S-500;54222,25
2015;OUT;REGIÃO NORTE;TOCANTINS;ÓLEO DIESEL S-500;60175,14
2015;NOV;REGIÃO NORTE;TOCANTINS;ÓLEO DIESEL S-500;52666,95
2015;DEZ;REGIÃO NORTE;TOCANTINS;ÓLEO DIESEL S-500;51104,25
2015;JAN;REGIÃO NORDESTE;MARANHÃO;ÓLEO DIESEL S-500;76263,949
2015;FEV;REGIÃO NORDESTE;MARANHÃO;ÓLEO DIESEL S-500;62952,643
2015;MAR;REGIÃO NORDESTE;MARANHÃO;ÓLEO DIESEL S-500;72980,789
2015;ABR;REGIÃO NORDESTE;MARANHÃO;ÓLEO DIESEL S-500;74467,405
2015;MAI;REGIÃO NORDESTE;MARANHÃO;ÓLEO DIESEL S-500;77315,446
2015;JUN;REGIÃO NORDESTE;MARANHÃO;ÓLEO DIESEL S-500;81429,63
2015;JUL;REGIÃO NORDESTE;MARANHÃO;ÓLEO DIESEL S-500;83740,818
2015;AGO;REGIÃO NORDESTE;MARANHÃO;ÓLEO DIESEL S-500;78650,374
2015;SET;REGIÃO NORDESTE;MARANHÃO;ÓLEO DIESEL S-500;82176,083
2015;OUT;REGIÃO NORDESTE;MARANHÃO;ÓLEO DIESEL S-500;85206,383
2015;NOV;REGIÃO NORDESTE;MARANHÃO;ÓLEO DIESEL S-500;75770,877
2015;DEZ;REGIÃO NORDESTE;MARANHÃO;ÓLEO DIESEL S-500;79121,272
2015;JAN;REGIÃO NORDESTE;PIAUÍ;ÓLEO DIESEL S-500;30946
